userName,score,at,content
sugeng heru,5,2022-02-14 04:05:55,Baik
oktar man,5,2022-02-14 04:02:29,Sangat simpel
riski utina,5,2022-02-14 03:58:51,Mntap
Lokka Butik,5,2022-02-14 03:57:40,Kesalahan no hp untuk peduli lindungi diperbaiki /dirubah menghubungi 119 direspon dgn baik terimakasih.
Parji Anto,5,2022-02-14 03:57:33,Sesuai dngn fungsunya
Alhadi Jade,5,2022-02-14 03:56:17,mantap
Ronggo Kelana,5,2022-02-14 03:56:01,Setelah di vaksin merasakan sehat
Ahmad Dulai,5,2022-02-14 03:55:13,Mantaap sangat membantu👍👍👍
Agus Firmansyah,1,2022-02-14 03:53:47,ahh
Fitri Lianna,4,2022-02-14 03:52:36,Bgs
Syarief Hafawi,2,2022-02-14 03:51:29,Msh blm sesuai orang jadul
Korem Sihombing19,5,2022-02-14 03:51:28,Bagus sekali🙏
Muhammad Subhan,5,2022-02-14 03:51:21,Membantu Sekali
Zahrul A,5,2022-02-14 03:51:14,Bgs
Nanang Bkl,5,2022-02-14 03:50:20,"Berguna banget bagus banget tapi awal awal masih bingung tapi lama lama ga saya senang sekali , terima kasih ☺️💗"
Fenny Lotulung,5,2022-02-14 03:48:41,Vaksinasi
Usuf nak bekasi Usuf nak bekaai,4,2022-02-14 03:48:09,Mantapp
Mohammad Yudisyah,5,2022-02-14 03:47:40,Sangat baik
Inayah Wahyu,5,2022-02-14 03:47:04,Lebih jelas
Haza La,5,2022-02-14 03:46:29,Oj
Revani Dwu,1,2022-02-14 03:45:24,"Surat vaksin tidak muncul, padahal udah vaksin dosis kedua. Gmna ini?"
aris setiawan,1,2022-02-14 03:41:50,"Aplikasi kurang mendukung, apa lg kalo terjadi kesalahan. Ribet dag nih aplikasi. Udh vaksin 2 kali sertifikatnya cuma 1, di klaim gk bisa."
Irvaulibunebagas Bagas,5,2022-02-14 03:39:26,Sangat bagus dan membantu infonya
joni hadi salim,5,2022-02-14 03:38:37,Ok
Eka Putri Handayani,1,2022-02-14 03:38:29,Mau dwn sertifikat kenapa susah bgt yaa.. di perbaharui terus . tp stiap pilih tgl lagi musti skroll sampai ke tahun 1995. Kalau tahun 50an apa ga pegel tu tangan. Tolong lah di persimpel aja begitu klik langsung. Tanpa harus kita skroll ke tahun di mana kita lahir. Udah mana suka ngeheng. Aplikasi yg di pakai 1 indonesia tp masih begini.
Mukalam Kalam,5,2022-02-14 03:37:54,Mari kita taati peraturan pemerintah dengan ber vaksin diri
Fauzi Ramadani,5,2022-02-14 03:36:38,Sangat berguna
Habibi Edos,5,2022-02-14 03:35:52,Mantap
Irin Ngadirin,3,2022-02-14 03:34:05,Agak susah karena akses sinyal
Asterix Verue,1,2022-02-14 03:33:23,peduli lindungi👍👍
Surtini Kaiylah Benamen,3,2022-02-14 03:30:44,Suka
Prahu Layar,2,2022-02-14 03:29:53,Mau nanya untuk salah nik gimana ya perbaiki nya?
Andriyanti Indri,3,2022-02-14 03:27:38,Not good
Asror Askandar,5,2022-02-14 03:27:03,good job!
Egildus Palbeno,5,2022-02-14 03:26:35,Sangat membantu
ATA KING,5,2022-02-14 03:26:21,Ok banget
Coy Cow,4,2022-02-14 03:25:21,Bagus
Trisno Eno,4,2022-02-14 03:23:40,Good....
Ro Haya,5,2022-02-14 03:23:27,Bagus
hubertus jeragan,5,2022-02-14 03:22:52,Good
pesa kurnia,1,2022-02-14 03:22:08,YG PENTING INVES D PCR PASTI CUAN
Yulianti kamaliah,5,2022-02-14 03:21:37,Sangat membantu
Taufik Hidayat,1,2022-02-14 03:13:51,"Mohon maaf nih saya kasih bintang 1, saya udah swab hasilnya juga udah keluar, tapi kok di aplikasi peduli lindungi kok ngga keluar yah padahal barkodenya yang dibutuhkan. Agak kecewa sih"
Muhammad Rianta Ginting,5,2022-02-14 03:13:26,Sangat Bagus Sekali
FSN Tech,5,2022-02-14 03:12:49,Iya kak ini sudah solve
Miftah Driverudin,5,2022-02-14 03:12:43,Ok
Florentina Susanti,4,2022-02-14 03:09:02,sy buka aplikasi peduli lindungi selslu gagall
Henry Db,4,2022-02-14 03:08:45,Bagus dan berguna
SB Band,5,2022-02-14 03:08:05,"Ya begitulah,,"
dedy harry,5,2022-02-14 03:06:10,Bermanfaat
Tjio Wandrawati,5,2022-02-14 03:05:45,Terpantau
Empat Fatmawati,2,2022-02-14 03:04:29,Kenapa ya setiap mau klaim sertifikat vaksin selalu keluar sendiri dari aplikasi. Terus ada tulisan aplikasi telah berhenti. Katanya setelah di perbarui bugs nya gaada tapi apa ini
Sofyani Nasution,1,2022-02-14 03:04:07,Vaksin
Angga Bayu,5,2022-02-14 03:02:52,Baik
Nok Denok,1,2022-02-14 03:01:34,Ok
Kumis Mis,4,2022-02-14 03:01:20,Aplikasi ini bisa membantu saya.tidak ribet.
And Suandi,5,2022-02-14 02:58:15,Ok
kukuh AminNurdin,5,2022-02-14 02:58:14,Seep
Sabri Dirgahayu,3,2022-02-14 02:57:45,Baik.
Trisno Hadison,1,2022-02-14 02:56:50,Cek sertifikat vaksin saja gk bisa-bisa😡
Sunaryo 61,5,2022-02-14 02:56:41,Sy br pertama merima vaksin dan kan sy hrs vaksin kedua kok blm di br tau ya
Riyen Amandita,1,2022-02-14 02:56:16,"Yg ngebuat aplikasi ini siapa si anjirrr, aku masukin no tlp dan email, dah bener tapi gak bisa masuk 😑 malah ada tulisan user not found 😑"
Lisen Lawolo,5,2022-02-14 02:54:37,Security
Nasrun Asrul,3,2022-02-14 02:53:32,Aplicasinya susah di download
Jaya Rachmad,5,2022-02-14 02:51:37,aplikasi yg memudahkan perjalanan ditengah pandemi sangat membantu sekali....
Dewi Ariani,5,2022-02-14 02:49:17,Terima kasih .... Sangat membantu informasi yang diberika
Yati rafa,1,2022-02-14 02:47:57,Bagus
Adam Damara,1,2022-02-14 02:47:17,Sertifikat nya gak ada di apk
Fahrizal Abdiani,1,2022-02-14 02:45:59,Vaksin terus sampe mateee.... Varian omikron muncul lg... .... Ada yg pake toping boba kaga ya vaksin nya
Istiyati Mayangsari,5,2022-02-14 02:45:17,Bagus
Rizki Heryatna,1,2022-02-14 02:44:48,Saya sudah mengajukan pembuatan QR CODE katanya 1x24 jam. Tau nya seminggu itu pun pas di klik SETUP PASSWORD kagak bisa. Karena SUDAH KADALUARSA. wuw aplikasi PEDULI LINDUNGI KACAU bikin poster aja susah nya minta ampun.
SM Official,1,2022-02-14 02:44:02,Apgrad muli
Amir m,1,2022-02-14 02:43:29,Aplikasi buruk saya suda vaksin th lalu tapi data ya masih blum muncul2 aneh.
Ali Rifais,5,2022-02-14 02:43:11,"mr,bantu"
Mrama Alwi,5,2022-02-14 02:42:51,Bagus
Suryana Kemad,5,2022-02-14 02:41:43,Ok
Berry Rahail,4,2022-02-14 02:41:39,Sangat membantu kelancaran perjalanan.
Aq Deh Ponsel,5,2022-02-14 02:41:31,Syarat kerja
Olan Rusmawan,5,2022-02-14 02:41:26,Oke
Han Sulastono,5,2022-02-14 02:41:18,Bagus
Prasetyo 1902,5,2022-02-14 02:41:00,"Kenapa ulasannya internal eror Mulu dari kemarin,. Saya mau daftar tiket vaksin, tolong admin di tindak lanjuti"
Alyu Riza,5,2022-02-14 02:38:24,Bagus
CMM Mangan Jajan,5,2022-02-14 02:37:13,Mntab
Jaidi Coy,5,2022-02-14 02:35:30,Sangat membantu aplikasi ini mantap
MARIO KLS 1 CLAIRA KLS 2A ANDREAS,1,2022-02-14 02:29:01,Ribet
Rudi Awan,5,2022-02-14 02:27:16,Sangat baik
Mina Surya,5,2022-02-14 02:27:15,Bagus
Lim Hadi Dinata,5,2022-02-14 02:26:52,"Sangat membantu Informasi lengkap, Good"
Benny Bugis,5,2022-02-14 02:26:50,"Mantap, semoga NKRI BISA BEBAS COVID, AMBON SEHAT, MALUKU MAJU, INDONESIA JAYA. NKRI HARGA MATI"
Yadi Supriyadi,3,2022-02-14 02:26:00,TOP terima kasih aplikasinya
Lukas Abet nego,3,2022-02-14 02:25:33,"Aplikasinya kurang bagus,infonya kurang detail, masih byk bug"
Farina putri M S,4,2022-02-14 02:23:40,Bagus
Ika Rahmi,5,2022-02-14 02:23:01,Bagis
Azka Albasha,4,2022-02-14 02:22:29,Sangat membantu
Endang Werdiningsih,3,2022-02-14 02:20:33,Setelah vaksin boster...susah dibuka
Dahriansyah ST,5,2022-02-14 02:19:33,Good App
Edi Sudrajat,5,2022-02-14 02:19:03,Harus di tingkat kan lagi supaya pepormanya semakin bagus 👍👍
Tri Mulyono,5,2022-02-14 02:17:36,Berguna sekal
Eyang Putri walet,4,2022-02-14 02:16:52,"Maaf ,tlg ingetin saat sy vaksin. Tgl ,bln yg 1 &2"
Wayuni 96,1,2022-02-14 02:16:32,Belerrrr
Mo Is212,1,2022-02-14 02:14:56,"sudah 6 bulan vaksin,bagaimana saya daftar vaksin ke 3,apa aplikasi ini akan memberitahu jadwalnya?"
sugesti wulandari,5,2022-02-14 02:13:42,Good app to know environmental condition
Edy Tertiyus,5,2022-02-14 02:12:17,Sangat membantu penanganan Covid 19
Soeban Dijah,5,2022-02-14 02:10:48,Baik dan berguna sekali
Sar Jono,5,2022-02-14 02:10:18,Vaksinasi sangat penting demi menjaga penularan covid 19 beekelanjutan
Sugeng Sugeng,5,2022-02-14 02:09:29,Bagus
shopyani Wulan Salsabila,1,2022-02-14 02:08:24,"Aplikasi bukan memudahkan masyarakat, inima malah memper ribet masyarakat, mana minta terus update lagi"
Azo Baktiar,1,2022-02-14 02:08:24,bintang berbicara
Nenin Nenin,5,2022-02-14 02:08:16,Sangat senang
Denny SL,5,2022-02-14 02:07:40,"Sudah lebih canggih,mantap👍👍👍"
Yuliatin Sintami,5,2022-02-14 02:07:18,Baik
JULINA SIGALINGGING,5,2022-02-14 02:07:07,Mantap
Yemima Dita Habeahan,5,2022-02-14 02:06:15,Good.
Heru fa3,2,2022-02-14 02:04:03,Tdk tercantum sertifikat vaksin ke 3
Sarotodo Zebua,5,2022-02-14 02:03:11,Mantap
Riswan Riswan,5,2022-02-14 02:00:26,Ok
Rosma Wati,4,2022-02-14 01:58:52,ok banget
cacad online,5,2022-02-14 01:58:22,"Ok,"
Dois dalih Widia,1,2022-02-14 01:57:58,Apk versi terbarunya tidak bisa lihat riwayat check in. Bagaimana caranyaa?
Moch. Sholeh,5,2022-02-14 01:56:54,Bgus
Rizal Ade saputra,5,2022-02-14 01:56:18,Puas
Santoso Soewito,5,2022-02-14 01:54:57,Puas
#mas sodik# Mas sodik,5,2022-02-14 01:49:58,vaksin ke dua belum ada yah..?di sini
Doni Ervanduri,5,2022-02-14 01:49:11,Good
ika ariyanto,5,2022-02-14 01:47:10,Sangat membantu
Putra Oramahi,5,2022-02-14 01:46:53,Ok
jamal fatah,5,2022-02-14 01:44:12,ok
Tin Dantini,5,2022-02-14 01:44:08,"Setelah vaksin ketiga ada pegal, hari kedua demam. Hari ketiga sehat 🙂. Terimakasih"
Dicky Tarigan,5,2022-02-14 01:43:55,Aplikasi ini sangat membantu
Salwa Tafabila,4,2022-02-14 01:38:11,lumayan
Intan Ardita,2,2022-02-14 01:38:10,Udah daftar sertifikat vaksin tapi gk bisa jga
Edy ttnt Angler chankboy,1,2022-02-14 01:37:57,😁
Sakinang Makian,5,2022-02-14 01:37:22,Mantap
Jemi Lontaan,5,2022-02-14 01:37:02,Good
Hisar Simatupang,5,2022-02-14 01:36:23,Sangat membantu👍👍
Jeje Pinkky,5,2022-02-14 01:36:10,Hasil Vaksinasi Pertama saya tidak ada ka di sertifikat Vaksin Peduli Lindungi
Zulfa Septiasari,1,2022-02-14 01:35:52,"Kak mau nanya status diaplikasi saya warna hitam, pdhl saya sudah swab ke 2x dan hslnya negatif seharusnya statusnya jd warna hijau. Gimana cara mengatasinya kak ?"
Shinta Setyawati,1,2022-02-14 01:32:35,"Aplikasinya lemot banget, mau Log In susah."
hafni hafsah,5,2022-02-14 01:32:32,Vaksinasi di RS Bayangkara bagus dan cepat
Siti rini Ruhayati,5,2022-02-14 01:32:21,Bermanfaat
Yulia Ningsih,1,2022-02-14 01:32:12,Jelekkk
Mimi Dethan,5,2022-02-14 01:29:14,Terbaik
Darah Muda Channel,1,2022-02-14 01:28:35,"APLIKASI TOLOLL, NGAHESEKEUN USER!!! RUDETT AJIGGG, AING REK VAKSIN KA 3 HESE NEMPO TIKET VAKSIN NA..!! GOBLOKKK"
Syamsul Arifin,5,2022-02-14 01:27:29,Good
Jumroni Hasyim,5,2022-02-14 01:27:12,Aplikasi bagus sangat membatu. Terimakasi
selpi ana,1,2022-02-14 01:27:04,Buruk
DENI LINDA,5,2022-02-14 01:25:02,bagus sekali
Faray ozil,5,2022-02-14 01:24:30,Mantap
Dekka raffa,5,2022-02-14 01:21:57,Bagus untuk kesehatan kita sendiri dan orang lain
Dedy Kerta,5,2022-02-14 01:18:55,ITS good
Afi Saputra,2,2022-02-14 01:18:26,Pembaharuan terus
Andreas Yoga,1,2022-02-14 01:17:19,"Kasih bintang 1 dulu, karena harus update aplikasi dulu baru bisa dapat tiket vaksin booster 😠😠😠, seharusnya udah suntik vaksin booster dari tgl 10, hari ini setelah update aplikasi baru dapat tiket vaksin booster per tanggal 10 Februari kemarin, harusnya udah dapat tiket vaksin booster tanpa menunggu update aplikasi terlebih dahulu, udah semangat ngecek scr berkala utk dapat tiket vaksin, malah harus update aplikasi dulu baru bisa dapat tiket vaksin, gimana sih bikin emosi aja"
doni radika,5,2022-02-14 01:17:06,Mantap
Putut sharonbakery,1,2022-02-14 01:14:23,Merepotkan
Rosbiantoro,5,2022-02-14 01:13:28,Terima kasih
Agus W,1,2022-02-14 01:12:58,"Penjangkauan dari&untuk masyarakat umum,yg hebat"
Ferry Munaf,5,2022-02-14 01:12:31,Good
Dani Kifdi,1,2022-02-14 01:11:57,Cara ralat menegenai kesalahan pendataan petugas itu gimana ya pas saya tanya ke petugas bilang nya bisa di ganti di app ini?
Djohan Effendy,4,2022-02-14 01:11:06,Semakin baik lagi utk terintegrasi..
eddy indra,5,2022-02-14 01:09:53,Bagus
Helen Dominggus,5,2022-02-14 01:08:21,Terbaik
Aditiya Perdana,2,2022-02-14 01:08:17,sertifikat harus diklaim terus
susilo utomo,4,2022-02-14 01:08:13,Cepat cari informasi
SiMancung SiKucingKampung,5,2022-02-14 01:07:39,Bgus
Marsuni A,5,2022-02-14 01:07:08,Sangat membantu
Rusmisumargono 23,4,2022-02-14 01:05:36,Sangat diperlukan untuk akses ke segala intansi juga sekolahan. Kendalanya kalau HP tidak ada paket internetnya...
Anggraini kusuma,5,2022-02-14 01:03:51,Good
Sugiyono 1955,5,2022-02-14 01:01:44,Rekayasa Lalu lintas (Dishub).
syai ful,1,2022-02-14 00:58:46,Updatenya keseringan
aisya sriwahyuni,5,2022-02-14 00:58:04,good
Erlin Yanti,5,2022-02-14 00:55:57,Sangat membantu
Patimah Siregar,5,2022-02-14 00:54:53,Sangat bagus
Sugeng Pamulih,5,2022-02-14 00:53:45,Sangat membantu sekali dalam situasi pandemi
Her Yansyah,5,2022-02-14 00:52:48,Ok
yusuf boleh,5,2022-02-14 00:51:56,Aplikasi ini sangat bajus😍
Tri Irawan,5,2022-02-14 00:49:22,Oke
Khuriyah Suryo,5,2022-02-14 00:48:13,Bermanfaat
Roos Kunda,1,2022-02-14 00:46:41,😴😴😴😴😴
Irfan Munawwir,2,2022-02-14 00:44:20,"saya sudah tes antigen dan hasil saya negatif .. tapi saya sudah menunggu 10 jam hasil nya tidak keluar di pedulilindungi, kenapa bisa kaya gini"
User Marksman,1,2022-02-14 00:40:14,"Udsh negatif,eh masih positif di aplikasi nya,pas negatif 3 hari hilang, pas positif sampai sekarang belum hilang juga,gini amat cari duit kak"
Andri Ramadhon,5,2022-02-14 00:39:41,Sangat membantu
Ali Wong,1,2022-02-14 00:37:06,Menjengkelkan
Darwan Damanik,5,2022-02-14 00:36:26,Good aplikasi
Zarino Zamzami,5,2022-02-14 00:36:03,Memudahkan dalam perjalanan. Mudah dan ekonomis dalam manyampaikan pesan pesan penting.
Herdi Okta81,3,2022-02-14 00:35:27,Sering lemot pas d buka...
Avangard Putro66,4,2022-02-14 00:34:25,Mantap
Witya Fitriah,2,2022-02-14 00:33:21,Aplikasi edan
Dede Tuty,2,2022-02-14 00:32:48,Masih banyak erornya
Muji Santoso,5,2022-02-14 00:30:53,Ok
Annisa Wihary,2,2022-02-14 00:29:49,"Knpa setelah di perbarui tidak bisa dibuka,"
marianevalita simarmata,5,2022-02-14 00:28:55,Ok
Dedy Botak,1,2022-02-14 00:24:02,Mantap
Dede Haryadi,5,2022-02-14 00:23:46,sangat membantu
Roy Manupassa,5,2022-02-14 00:22:41,🙏
Asraf Belitung,3,2022-02-14 00:18:27,Ok
Udin Cirebon,5,2022-02-14 00:18:09,Mantul
Kus Wanah,5,2022-02-14 00:18:05,Bagus sekali buat kontrol virus bersama👍
Fitri Caem,1,2022-02-14 00:14:31,NEGARA SAKIT JIWA RAKYAT DI PAKSA DEMI SEBUAH KEUNTUNGAN BESAR....DAGELAN PARA IBLIS
Abdul Kholik,1,2022-02-14 00:14:17,"Udah di vaksin dua kali tetep kok sertifikat nggk muncul,yang kami butuhkan itu sertifikat nya karena tanpa itu kami tidak bisa melanjutkan perjalanan"
Arahman Thahar,5,2022-02-14 00:13:52,Aplikasi ini sangat penting dan bagus
Prabu Agustinus,5,2022-02-14 00:10:17,Top
One Love,1,2022-02-14 00:10:12,"JUAL OBAT VAKSIN ,JUAL APLIKASI..!! GAK ADA NAMA NYA VIRUS.!!"
Irman Syah,3,2022-02-14 00:09:06,App ini selalu m8ntak pembaruan tpi saat melakukan pembaruan begitu lemotnya bahkan sampe2 gk bisa diperbarui😰😰
moel sumbang,5,2022-02-14 00:08:34,Ok
Marwan Iwan,5,2022-02-14 00:08:08,Mantap
Dodit Prayogo,5,2022-02-14 00:06:36,Sangat terbantu disaat bepergian ke tempat umum
Ferri Warman,5,2022-02-14 00:02:44,Sangat membantu
Rustam Nawawiajid,5,2022-02-14 00:01:33,mantap
Axel Kaju Djanga,1,2022-02-13 23:58:20,Pengisian tgl lahir dan donwload sertifikatnya tdk jelas
Yayan Herdiana,5,2022-02-13 23:57:34,Mantap
Agung Agung,3,2022-02-13 23:57:17,Sangat membantu
Syifa Aulia,5,2022-02-13 23:56:28,Bagus 👻
Bus Airi,1,2022-02-13 23:55:47,Pps
Azwyr Azis,5,2022-02-13 23:55:13,Mantap n Akurat n terpercaya aman
Quensya Putra,5,2022-02-13 23:54:59,Sangat membantu
Sumardi Putro,5,2022-02-13 23:54:41,👍
Adi Kusuma,5,2022-02-13 23:49:40,Baik
Luqmanul Hakim,1,2022-02-13 23:48:47,update mulu tiap saat .
Dewi Phone,5,2022-02-13 23:48:08,It works
Syam Syam,2,2022-02-13 23:47:35,Lambat membuat hasil tes.
Ridwan Hazard,1,2022-02-13 23:43:04,"Kemarin sebelum di update semua baik baik saja, tapi setelah di update malah jadi eror, saya sudah vaksin dosis 2, sertifikat juga sudah ada di akun, tapi selalu gagal cek in di tempat kerja. Dan keterangannya pun dikatakan bahwa saya belum vaksin. Mohon bantuannya dong. Bukannya makin simple malah makin ribet.."
Ira Sairun,5,2022-02-13 23:42:31,Bagus dan sangat membantu
Hendra Sabil,1,2022-02-13 23:40:39,Ga ngaruh
Andiko pradana Prasatyo,5,2022-02-13 23:38:30,"Sangat"" Bagus dan penting"
cindy saroden,5,2022-02-13 23:35:05,Ok
Mirza Mirza,2,2022-02-13 23:29:03,"Ribet, saat memasukan tgl lahir harus di mundurin satu persatu tahunnya,, lama, soalnya di aplikasi lain ada yg bisa lebih simpel masukin tgl lahirnya"
Nadin aulia,5,2022-02-13 23:25:16,👍👍👍👍🙏🙏🙏
RIKI BADRIYANSYAH,4,2022-02-13 23:23:33,Keren
Sumiati Sumi,5,2022-02-13 23:17:33,Sangat bagus
Usman Dani,4,2022-02-13 23:13:22,Sya sdh d vaksin.apa kalian sudah. Kalaw belum yuk vaksin. Walapun gak pernah dapat bantuan dari pemerintah
Dinanti Sirait,1,2022-02-13 23:12:35,Saya sudah PCR dan hasilnya negatif. Di peduli lindungi pagi jam 5 tadinya sudah terinput dan berwarna hijau. Tiba tiba jam 6 pagi berwarna hitam lagi dan hasil PCR yg terbaru hilang. Ini bukan yg pertama kalinya eror.
Pangeran Bocah,1,2022-02-13 23:04:49,"Gimana sih tim IT nya sekelas negara kok gini, dulu pernah pakai aplikasi ini untuk cetak sertifikat dan bisa klan sertifikat di aplikasi, terus karena sudah cetak ya nggak pakai lagi ni aplikasi saya uninstall, sekarang unduh lagi karena mau masuk mal harus scan, eh pas mau klam nggak bisa bisa. Apaan sih. Tolonglah tim nya jangan sekedar proyek tapi memang utamakan kenyamanan masyarakat sebagai pelayan masyarakatnya. Terimakasih"
Supriyanto Cuplish,1,2022-02-13 22:57:57,Sering error
Gito Gito,4,2022-02-13 22:56:52,.saya Selalupakaimasker.cucitangàn Monghindàri kerimunàn.jagajataķ
Indy EST,1,2022-02-13 22:55:11,bentar bentar updet..sulit
Admaji Bayu,1,2022-02-13 22:54:40,saya sudah tidak positif tapi di sini status saya positif mulu gmn ini apk gak jelas bgt
Ahmad Hanafi,3,2022-02-13 22:54:19,Oke
Alvina Kartika Ayu,4,2022-02-13 22:51:53,Bagus karena aplikasi ini saya bisa kemana aja yang pasti sudah vaksin dan swab pcr
Suyanto,2,2022-02-13 22:48:48,Jelek
Rika Ratna Sari,5,2022-02-13 22:38:10,Okee
Kamboi Deki,5,2022-02-13 22:38:01,Mantap
Taufan Perdana,5,2022-02-13 22:34:11,😁
Christina Iswandari,5,2022-02-13 22:32:44,Aplikasi ini sangat bermanfaat pada di situasi pandemi ini..trimakasih smoga kita selalu sehat
Ang Teguh Paluyo,5,2022-02-13 22:32:31,👍🏻👍🏻👍🏻
Nurul An,1,2022-02-13 22:32:23,Bentar bentar suruh perbaruhi. Sangat tidak nyaman
Fauzan Arif,5,2022-02-13 22:30:44,"Terima kasih peduli lindungi dengan ini saya bisa berpergian ke luar rumah, memberikan informasi vaksin serta kasus covid 19, namun saat saya nge scan saya sudah vaksin ke dua namun tidak ada informasi vaksin saya. Terimakasih"
Hadi Nugroho,5,2022-02-13 22:23:09,Sangat membantu masuk mall😀
bekti syahputra,4,2022-02-13 22:20:34,Sudah di perbaiki dan sudah bisa dinikmati hasilnya.. Kasih bintang 4 dulu.. ☺️
Harry Yunanda,5,2022-02-13 22:16:22,Good
bambang tanaman22,5,2022-02-13 22:13:18,"bisa menbantu saya,mohon jika ada vaksin baru yg ke3 di informasikan terimakasih"
SuksmantoTeguh Asmara,5,2022-02-13 22:10:43,Ok
Marwan Yusuf,4,2022-02-13 21:56:50,Lumayan
Noop gaming,5,2022-02-13 21:55:54,Up
Riana,1,2022-02-13 21:41:52,Tidak dapat diunduh
Garnisma Widia,1,2022-02-13 21:19:57,"Lagi error atau gimana sih,,, kok installed tidak bisa update pun tidak bisa,, aplikasi macama apa ini"
Heryanto Widodo,5,2022-02-13 21:17:47,saya menunggu nunggu ticket vacsin booster saya kok belum muncul juga padahal sdh lebih dari 6 bulan sejak vacsin ke dua
Iman Achmadi,1,2022-02-13 21:10:05,Kmren sdh tes pcr tp d aplikasi hasil tes covid ga berubah jg
Christina Widiaastuti,5,2022-02-13 21:09:07,"Dengan menggunakan peduli lindungi membuat aman dalam melakukan aktifitas trim, s"
Teguh Rinaldi,5,2022-02-13 21:03:25,Ok
M Zamroni,3,2022-02-13 20:37:44,sangat membantu
uno gaga,1,2022-02-13 20:34:34,Apanya yg di update.... Ketik tanggal lahir aja GK bisa
jimmy cowk,3,2022-02-13 20:23:57,Belum pernah di pakai
BAGUS,4,2022-02-13 20:03:35,Ok
Fi Rudy,5,2022-02-13 20:02:13,Ok
Soerono Pepe,5,2022-02-13 19:47:06,Bagus
Susanna Supratmi,5,2022-02-13 19:33:35,Daya saĺalu gunakan aplikasi ini.
Yusuf Tabink,5,2022-02-13 19:25:31,Mantapa
Rindi Arini,2,2022-02-13 19:22:23,"saya sudah melakukan vaksin pertama dan kedua. stelah saya cek sertifikat vaksin hanya satu, yaitu setifikat vaksin kedua dan itu di aplikasi menjadi vaksin pertama. sertifikat vaksin pertama gak ada."
Aniek Widiyastuti,5,2022-02-13 19:06:13,"Bagus sangat membantu di pusat keramaian bandara , mall dsb"
Haris Muhammad,4,2022-02-13 18:24:53,"Gimana mau melihat sertifikat vaksin ,malah pedulilindungi tidak mendukung."
Imron Muntahar,4,2022-02-13 18:24:43,"Bagus.Tapi kenapa ini di Aplikasi Saya tidak ada keluar TIKET VAKSIN KE:3 ya, padahal Saya semestinya Vaksin Ke.3 sesuai jadwal 6 bulan setelah Vaksin Ke.2 ya tanggal 23 Februari 2022 ini yang artinya tinggal 9 hari lagi.Tapi Tiket Vaksin Ke:3 nya belum nonggol di Aplikasi PeduliLindungi."
Muhammad Uni,5,2022-02-13 18:23:25,Mantap
Amanda Putri,5,2022-02-13 18:16:38,Makasih😘
Shuzheyka Maulana,2,2022-02-13 18:07:10,Halo saya mau mengeluhkan kamera QR saya kok hanya hitam saja padaha kamera sudah saya izinkan dan selalu keluar sendiri sudah di hapus data tetap sama saja
Abi Manyu Priyatno,1,2022-02-13 18:05:17,Sudah pcr negative.. tp masih belum update juga .. masih hasil positive yg keluar.. hadeehh
Drajat Herawan,5,2022-02-13 18:03:56,Mantap
himawan prastowo,1,2022-02-13 17:59:31,Aplikasi kurang bagus
Dedik Kristiawan,2,2022-02-13 17:46:35,Semoga membantu
koko alqafi,5,2022-02-13 17:38:51,Super
Dafis Ramadhandy,4,2022-02-13 17:38:26,Ok
fahri aditya,5,2022-02-13 17:36:18,Baik
Maria Virgo,2,2022-02-13 17:31:58,"Ini Aplikasi Peduli Lindungi kenapa sudah berminggu minggu nggak bisa scan QR Code kalau mau masuk di ruang publik seperti di kantor ya???sudah dicoba keluar dari aplikasi terus masuk lagi tetap nggak bisa juga, tolong diperbaiki dong, jangan malah menyusahkan masyarakat yang wajib pakai aplikasi ini sekarang."
fauzi solichin,1,2022-02-13 17:29:39,"Apk ga guna,abis pembaruan sertifikat ilang Ng'hang terus,ga becus"
Muhammad Siddiq,5,2022-02-13 17:08:11,Sangat membantu dalam mengatasi pemeriksaan di perjalanan saya.
Jimmi Pratama,5,2022-02-13 17:00:37,Nice
Gusmilawanto wawan,5,2022-02-13 16:58:20,Ok
Parsaulian Faridawaty,5,2022-02-13 16:56:02,Menyenangkan
Vto Graphy,5,2022-02-13 16:56:02,Josss
Elfrida Jania,5,2022-02-13 16:50:50,Good
Fitriani,3,2022-02-13 16:42:34,Jadi bikin aplikasi sendiri buat liet aplikasi apa saja yg memakai permission mock location. Dan ternyata ada di aplikasi bawaan Samsung. Jadi kudu uninstall. Tapi gk bisa di uninstall atau disable dr setting. Pake pc buat ngilanginnya. Repot.
Sandi Saputra,5,2022-02-13 16:39:06,Bsgus
selviani Ramadhani,2,2022-02-13 16:37:16,Saya udah istal ulang aplikasi peduli lindungi tpi kenapa sertivikat anak saya engk keluar ya
Handi Tan,5,2022-02-13 16:22:01,Sangat bermanfaat utk pribadi dan orang lain..mantab
MUHAMMAD FIKRI HAERULLAH,5,2022-02-13 16:18:06,Top
Wawan Wawan,5,2022-02-13 16:16:33,Mantap
Ayub Chandra Sultani,3,2022-02-13 16:11:03,"Makin kesini aplikasi ini seperti sudah tidak berguna lagi, lambat laun aplikasi ini bisa saja mati karena satpam sudah tidak peduli lagi orang mau scan atau tidak, ini terkhususkan untuk satpam yang ada di mall besar seluruh Indonesia."
Rossi Celeng,4,2022-02-13 16:09:51,Okelah bos
Muhammad Abqary,5,2022-02-13 16:07:29,Mantap
